"lang"
{
	"Language"	"Polish"
		"DOTA_Tooltip_ability_holdout_inferno"                                                         "Piekło"
		"DOTA_Tooltip_ability_holdout_inferno_Description"                                             "Przywołuje Infernala z nieba, który zadaje obrażenia i ogłusza wrogie jednostki lądowe na danym obszarze na 2 sekundy.Infernal trwa 60 sekund."
		"DOTA_Tooltip_ability_holdout_inferno_radius"                                                  "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_inferno_infernal_duration"                                       "CZAS TRWANIA PIEKLEŃSKIEGO:"
		"DOTA_Tooltip_ability_holdout_inferno_stun_hero_duration"                                      "CZAS TRWANIA Ogłuszenia BOHATERA:"
		"DOTA_Tooltip_ability_holdout_inferno_stun_creep_duration"                                     "CZAS TRWANIA Ogłuszenia:"
		"DOTA_Tooltip_ability_holdout_inferno_inferno_count"                                           "LICZBA INFERNO:"
		"DOTA_Tooltip_ability_dread_lord_inferno_immolation"                                           "Trwałe spalenie"
		"DOTA_Tooltip_ability_dread_lord_inferno_immolation_Description"                               "Spala pobliskie jednostki wroga, zadając 10 punktów obrażeń na sekundę."
		"DOTA_Tooltip_ability_dread_lord_inferno_immolation_radius"                                    "PROMIEŃ:"
		"DOTA_Tooltip_ability_dread_lord_inferno_immolation_dps"                                       "DPS:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20"                                                "Deszcz Chaosu"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_Description"                                    "Przywołuje meteoryty wokół Strasznego Lorda, ogłuszając jednostki wroga."
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_damage_per_unit"                                "OBRAŻENIA NA METEOR:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_radius"                                         "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_stun_duration"                                  "CZAS Ogłuszenia:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_time_between_meteors"                           "CZAS MIĘDZY METEOREM:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_meteors_per_tick"                               "METEORY NA KARTĘ:"
		"DOTA_Tooltip_ability_holdout_rain_of_chaos_20_radius_explosion"                               "PROMIeń METEORÓW:"
		"DOTA_Tooltip_ability_holdout_evasion"                                                         "Unikanie"
		"DOTA_Tooltip_ability_holdout_evasion_Description"                                             "Driada skupia się na swoim wnętrzu, zwiększając swoją zdolność do unikania ataków wroga.\n\nKumuluje się w coraz mniejszym stopniu z innymi źródłami Uników."
		"DOTA_Tooltip_ability_holdout_evasion_SummaryDescription"                                      "Daje szansę na uniknięcie nadchodzących ataków."
		"DOTA_Tooltip_ability_holdout_evasion_Lore"                                                    "Medytacja Zawoalowanej Siostry pozwala jej przewidywać niebezpieczeństwo, zanim ono uderzy."
		"DOTA_Tooltip_ability_holdout_evasion_bonus_evasion"                                           "%UNIKANIA:"
		"DOTA_Tooltip_ability_tyrande_multiple_arrows"                                                 "Podzielony strzał"
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_Description"                                     "Dzieli każdy atak na dodatkowych pobliskich wrogów.Strzały dodatkowe zadają zmniejszone obrażenia od ataku i nakładają Trujący Atak, ale nie aktywują innych efektów ataku."
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_SummaryDescription"                              "Atakuje dodatkowych wrogów strzałami o zmniejszonych obrażeniach."
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_Lore"                                            "Jedna zaczarowana strzała staje się w rękach Driady śmiercionośną salwą."
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_Note0"                                           "Strzałki drugorzędne traktują priorytetowo najbliższych wrogów i wykluczają główny cel."
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_Note1"                                           "Iluzje Driady również dziedziczą Split Shot."
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_damage_modifier_tooltip"                         "% OBRAŻEŃ WYCHODZĄCYCH:"
		"DOTA_Tooltip_ability_tyrande_multiple_arrows_arrow_count"                                     "DODATKOWE CELE:"
		"DOTA_Tooltip_ability_holdout_poison_attack"                                                   "Trujący atak"
		"DOTA_Tooltip_ability_holdout_poison_attack_Description"                                       "Ataki Driady zatruwają wrogów, zadając magiczne obrażenia rozłożone w czasie.Dodatkowe strzały Split Shotu również nakładają truciznę."
		"DOTA_Tooltip_ability_holdout_poison_attack_SummaryDescription"                                "Ataki zatruwają wrogów, zadając magiczne obrażenia rozłożone w czasie."
		"DOTA_Tooltip_ability_holdout_poison_attack_duration"                                          "CZAS TRWANIA:"
		"DOTA_Tooltip_ability_holdout_poison_attack_damage"                                            "OBRAŻENIA NA SEKUNDĘ:"
		"DOTA_Tooltip_modifier_poison_attack_debuff"                                                   "Trujący atak"
		"DOTA_Tooltip_modifier_poison_attack_debuff_Description"                                       "Otrzymuje magiczne obrażenia w czasie."
		"DOTA_Tooltip_ability_holdout_critical_arrows"                                                 "Krytyczne strzały"
		"DOTA_Tooltip_ability_holdout_critical_arrows_Description"                                     "Podstawowe ataki Driady mają szansę zadać obrażenia krytyczne."
		"DOTA_Tooltip_ability_holdout_critical_arrows_SummaryDescription"                              "Podstawowe ataki mogą zadać obrażenia krytyczne."
		"DOTA_Tooltip_ability_holdout_critical_arrows_crit_bonus"                                      "% OBRAŻEŃ KRYTYCZNYCH:"
		"DOTA_Tooltip_ability_holdout_critical_arrows_crit_chance"                                     "%SZANSA KRYTYCZNA:"
		"DOTA_Tooltip_ability_holdout_endurance_aura"                                                  "Aura wytrzymałości"
		"DOTA_Tooltip_ability_holdout_endurance_aura_Description"                                      "Zwiększa prędkość ruchu i skraca podstawowy czas ataku pobliskich sojuszniczych bohaterów."
		"DOTA_Tooltip_ability_holdout_endurance_aura_SummaryDescription"                               "Pobliscy sojuszniczy bohaterowie poruszają się i atakują szybciej."
		"DOTA_Tooltip_ability_holdout_endurance_aura_Note0"                                            "Kumuluje się z Boską Aurą."
		"DOTA_Tooltip_ability_holdout_endurance_aura_bat_reduction"                                    "REDUKCJA NIETOPERZY:"
		"DOTA_Tooltip_ability_holdout_endurance_aura_radius"                                           "PROMIEŃ:"
		"DOTA_Tooltip_ability_xhs_trueshot_aura"                                                       "Aura Trueshota"
		"DOTA_Tooltip_ability_xhs_trueshot_aura_Description"                                           "Zapewnia sojuszniczym bohaterom walczącym na dystans dodatkowe obrażenia od ataku zależne od zwinności Driady."
		"DOTA_Tooltip_ability_xhs_trueshot_aura_SummaryDescription"                                    "Zwinność Driady zwiększa obrażenia od ataku sojuszniczych bohaterów dystansowych."
		"DOTA_Tooltip_ability_xhs_trueshot_aura_Lore"                                                  "Leśny trening Driady wyostrza cel każdego łucznika obok niej."
		"DOTA_Tooltip_ability_xhs_trueshot_aura_trueshot_ranged_damage"                                "% ZWINNOŚCI DRYAD JAKO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_xhs_trueshot_aura_alt"                                                   "Aura Trueshota"
		"DOTA_Tooltip_ability_xhs_trueshot_aura_alt_Description"                                       "Dodaje dodatkowe obrażenia do fizycznych ataków sojuszniczych jednostek bohaterów dystansowych na mapie w oparciu o procent zwinności Tyrande."
		"DOTA_Tooltip_ability_xhs_trueshot_aura_alt_Lore"                                              "Czas Tyrande spędzony samotnie w lasach jej domu Światła pozwolił jej uczyć innych łuczników, jak doskonalić umiejętności strzelania."
		"DOTA_Tooltip_ability_xhs_trueshot_aura_alt_trueshot_ranged_damage"                            "PREMIA DO OBRAŻEŃ ZAKRESU %:"
		"DOTA_Tooltip_ability_holdout_owl_lightning"                                                   "Sowa Błyskawica"
		"DOTA_Tooltip_ability_holdout_owl_lightning_Description"                                       "Zadawaj obrażenia wrogom, skacząc po skoku z opóźnieniem."
		"DOTA_Tooltip_ability_holdout_owl_lightning_jump_count"                                        "CELE:"
		"DOTA_Tooltip_ability_holdout_owl_lightning_radius"                                            "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_owl_lightning_jump_delay"                                        "OPÓŹNIENIE SKOKU:"
		"DOTA_Tooltip_ability_holdout_forked_lightning"                                                "Rozwidlona Błyskawica"
		"DOTA_Tooltip_ability_holdout_forked_lightning_Description"                                    "Zadaj obrażenia kilku wrogom jednocześnie wokół celu."
		"DOTA_Tooltip_ability_holdout_forked_lightning_end_radius"                                     "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_forked_lightning_targets"                                        "CELE:"
		"DOTA_Tooltip_ability_holdout_forked_lightning_damage"                                         "OBRAŻENIA:"
		"DOTA_Tooltip_ability_holdout_command_aura"                                                    "Rozkazuj Aurze"
		"DOTA_Tooltip_ability_holdout_command_aura_Description"                                        "Zwiększa procent obrażeń zadawanych przez pobliskich sojuszników."
		"DOTA_Tooltip_ability_holdout_command_aura_bonus_damage_percentage"                            "%DODATKOWE OBRAŻENIA:"
		"DOTA_Tooltip_ability_holdout_command_aura_radius"                                             "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_elunes_grace"                                                    "Łaska Elune"
		"DOTA_Tooltip_ability_holdout_elunes_grace_Description"                                        "Zmniejsz ilość obrażeń otrzymywanych ze wszystkich źródeł (z wyłączeniem czystych obrażeń), zwiększ prędkość poruszania się i prędkość ataku."
		"DOTA_Tooltip_ability_holdout_elunes_grace_damage_reduction"                                   "% REDUKCJI OBRAŻEŃ:"
		"DOTA_Tooltip_ability_holdout_elunes_grace_movement_speed_percentage"                          "% PRĘDKOŚCI RUCHU:"
		"DOTA_Tooltip_ability_holdout_elunes_grace_bat_reduction"                                      "REDUKCJA NIETOPERZY:"
		"DOTA_Tooltip_ability_holdout_innate_lunar_glaive"                                             "Księżycowa Glewia"
		"DOTA_Tooltip_ability_holdout_innate_lunar_glaive_Description"                                 "Ataki łowczyni odbijają się na wielu wrogach."
		"DOTA_Tooltip_ability_holdout_innate_lunar_glaive_range"                                       "ZAKRES:"
		"DOTA_Tooltip_ability_holdout_innate_lunar_glaive_bounces"                                     "ODBICIA:"
		"DOTA_Tooltip_ability_holdout_innate_lunar_glaive_damage_reduction_percent"                    "% REDUKCJI OBRAŻEŃ:"
		"DOTA_Tooltip_ability_holdout_moon_explosion"                                                  "Eksplozja Księżyca"
		"DOTA_Tooltip_ability_holdout_moon_explosion_Description"                                      "Przywołuje podmuchy Księżyca, zadając ogromne obrażenia pobliskim wrogom."
		"DOTA_Tooltip_ability_holdout_moon_explosion_radius"                                           "PROMIEŃ:"
		"DOTA_Tooltip_ability_holdout_moon_explosion_beam_interval"                                    "INTERWAŁ WIĄZEK:"
		"DOTA_Tooltip_ability_holdout_moon_explosion_beams"                                            "LICZBA BELEK:"
		"DOTA_Tooltip_ability_holdout_moon_explosion_duration_tooltip"                                 "CZAS TRWANIA:"
		"DOTA_Tooltip_ability_holdout_moon_explosion_damage"                                           "OBRAŻENIA:"
		"DOTA_Tooltip_ability_holdout_neutralization"                                                  "Neutralizacja"
