"lang"
{
	"Language"	"Russian"
		"DOTA_Tooltip_ability_holdout_frost_beast_stun_hero_duration"                                     "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ ГЕРОЕВ:"
		"DOTA_Tooltip_ability_holdout_frost_beast_stun_creep_duration"                                    "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ КРИПОВ:"
		"DOTA_Tooltip_ability_holdout_frost_beast_inferno_count"                                          "КОЛИЧЕСТВО ЗВЕРЕЙ:"
		"DOTA_Tooltip_ability_lich_frost_beast_cold_skin"                                                 "Холодная Кожа"
		"DOTA_Tooltip_ability_lich_frost_beast_cold_skin_Description"                                     "Герой останавливает сердца врагов вокруг, отчего они постепенно теряют часть здоровья. Наносит 100 урона в секунду."
		"DOTA_Tooltip_ability_lich_frost_beast_cold_skin_radius"                                          "РАДИУС:"
		"DOTA_Tooltip_ability_lich_frost_beast_cold_skin_dps"                                             "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_frost_chaos"                                                        "Морозный Хаос"
		"DOTA_Tooltip_ability_holdout_frost_chaos_Description"                                            "Наносит 0.7% от максимального здоровья цели в виде чистого урона."
		"DOTA_Tooltip_ability_holdout_frost_chaos_radius"                                                 "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_frost_chaos_damage_percent"                                         "%УРОН:"
		"DOTA_Tooltip_ability_holdout_frost_chaos_duration"                                               "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_hardened_skin"                                                      "Затвердевшая Кожа"
		"DOTA_Tooltip_ability_holdout_hardened_skin_Description"                                          "Уменьшает получаемый урон (исключая чистый урон)."
		"DOTA_Tooltip_ability_holdout_hardened_skin_damage_reduction"                                     "%УМЕНЬШЕНИЕ УРОНА:"
		"DOTA_Tooltip_ability_holdout_hardened_skin_bonus_armor"                                          "ДОП. БРОНЯ:"
		"DOTA_Tooltip_ability_holdout_craggy_exterior"                                                    "скалистый экстерьер"
		"DOTA_Tooltip_ability_holdout_craggy_exterior_Description"                                        "Пассивно получает броню.Враги, атакующие Каменного великана, могут получить урон и быть оглушенными."
		"DOTA_Tooltip_ability_holdout_craggy_exterior_bonus_armor"                                        "БОНУСНАЯ БРОНЯ:"
		"DOTA_Tooltip_ability_holdout_craggy_exterior_stun_chance"                                        "% ШАНС ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_craggy_exterior_stun_duration"                                      "ПРОДОЛЖИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_craggy_exterior_damage"                                             "УРОН:"
		"DOTA_Tooltip_ability_holdout_war_club"                                                           "Военный Клуб"
		"DOTA_Tooltip_ability_holdout_war_club_Description"                                               "Герой вырывает из земли выбранное дерево, даёт дополнительный урон и увеличивает дальность атаки. Атаки наносят прорубающий урон, задевая соседних существ."
		"DOTA_Tooltip_ability_holdout_war_club_bonus_damage_percentage"                                   "%ДОП. УРОН:"
		"DOTA_Tooltip_ability_holdout_war_club_strikes"                                                   "УДАРОВ:"
		"DOTA_Tooltip_ability_holdout_war_club_range"                                                     "РАДИУС АТАКИ:"
		"DOTA_Tooltip_ability_holdout_war_club_radius"                                                    "РАДИУС ПРОРУБАЮЩЕГО УДАРА:"
		"DOTA_Tooltip_ability_holdout_war_club_cleave_pct"                                                "%ПРОРУБАЮЩИЙ УРОН:"
		"DOTA_Tooltip_modifier_war_club_strikes"                                                          "Оставшихся ударов"
		"DOTA_Tooltip_modifier_war_club_strikes_Description"                                              "Получает прорубающую атаку и дополнительный урон."
		"DOTA_Tooltip_ability_holdout_dwarf_toss"                                                         "Бросок"
		"DOTA_Tooltip_ability_holdout_dwarf_toss_Description"                                             "Герой прыгает свирепо ударяя, нанося огромный урон по области и замедляя врагов в зоне приземления."
		"DOTA_Tooltip_ability_holdout_dwarf_toss_Note0"                                                   "Уворачивается от снарядов при применении."
		"DOTA_Tooltip_ability_holdout_dwarf_toss_Note1"                                                   "Атака и скорость передвижения даются вокруг точки приземления."
		"DOTA_Tooltip_ability_holdout_dwarf_toss_Lore"                                                    "И друг, и враг одинаково узнают культовый молот Мурадина в пылу битвы."
