"addon_game_name"													"X Hero Siege"
"DOTA_Tooltip_ability_holdout_war_club_Description"					"Picks up a tree to give the Stone Giant bonus damage, cleave and increased attack range."
"DOTA_Tooltip_ability_holdout_war_club_bonus_damage_percentage"		"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_war_club_strikes"						"STRIKES:"
"DOTA_Tooltip_ability_holdout_war_club_range"						"ATTACK RANGE:"
"DOTA_Tooltip_ability_holdout_war_club_radius"						"SPLASH RADIUS:"
"DOTA_Tooltip_ability_holdout_war_club_cleave_pct"					"%SPLASH DAMAGE:"

"DOTA_Tooltip_modifier_war_club_strikes"					"War Club Strikes"
"DOTA_Tooltip_modifier_war_club_strikes_Description"		"Cleave and Bonus damage on attacks."

"DOTA_Tooltip_ability_holdout_dwarf_toss"							"Dwarf Toss"
"DOTA_Tooltip_ability_holdout_dwarf_toss_Description"				"The Stone Giant powerful arm leaps with a ferocious hit, dealing massive damage on land and slowing enemy units in the landed area."
"DOTA_Tooltip_ability_holdout_dwarf_toss_Note0"						"Disjoints projectiles on cast."
"DOTA_Tooltip_ability_holdout_dwarf_toss_Note1"						"Attack and movement speed are granted around the destination point."
"DOTA_Tooltip_ability_holdout_dwarf_toss_Lore"						"Both friend and foe alike recognize Muradin's iconic hammer in the heat of battle."
"DOTA_Tooltip_ability_holdout_dwarf_toss_base_distance"				"RANGE:"
"DOTA_Tooltip_ability_holdout_dwarf_toss_leap_speedbonus"			"%MOVE SPEED BONUS:"
"DOTA_Tooltip_ability_holdout_dwarf_toss_leap_speedbonus_as"		"ATTACK SPEED BONUS:"
"DOTA_Tooltip_ability_holdout_dwarf_toss_radius"					"RADIUS:"
"DOTA_Tooltip_ability_holdout_dwarf_toss_duration"					"SLOW DURATION:"
"DOTA_Tooltip_ability_holdout_dwarf_toss_movement_slow"				"%MOVEMENT SLOW:"


"DOTA_Tooltip_ability_holdout_second_wind"							"Second Wind"
"DOTA_Tooltip_ability_holdout_second_wind_Description"				"Passively regenerate 1.5% of the hero's health out of combat."
"DOTA_Tooltip_ability_holdout_second_wind_Lore"						""
"DOTA_Tooltip_ability_holdout_second_wind_noncombat_regen"			"%HEALTH REGEN:"

"DOTA_Tooltip_ability_elder_titan_earth_splitter"					"Earth Splitter"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_Description"		"Sends forth a jagged crack in front of the Stone Giant. After 3 seconds, the crack implodes, slowing movement while dealing damage to each enemy based on their maximum life. Half of the damage dealt is Magical damage, while the other half is Physical damage."
"DOTA_Tooltip_ability_elder_titan_earth_splitter_Lore"				"That which he created, the titan tears asunder."
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"		"CRACK WIDTH:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_distance"	"CRACK LENGTH:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_time"		"EXPLODE DELAY:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"		"SLOW DURATION:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"		"%MAX HEALTH AS DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"			"%MOVEMENT SLOW:"

"DOTA_Tooltip_ability_holdout_giant_form"							"Giant Form"
"DOTA_Tooltip_ability_holdout_giant_form_Description"				"Turns into a huge Stone Giant, dealing higher damage but slowing attack and move speed."
"DOTA_Tooltip_ability_holdout_giant_form_bonus_damage"				"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_giant_form_bat_reduction"				"BAT REDUCTION:"
"DOTA_Tooltip_ability_holdout_giant_form_bonus_ms"					"MOVEMENT SPEED REDUCTION:"

"DOTA_Tooltip_ability_medusa_stone_gaze"								"Stone Gaze"
"DOTA_Tooltip_ability_medusa_stone_gaze_Description"					"Any enemy units looking at the Stone Giant will have their movement and attack speed slowed. If 2 seconds of total time is accumulated looking at the Stone Giant while Stone Gaze is active, that unit will turn to stone. Petrified units are stunned, have 100%% magic damage resistance, and take bonus physical damage. If the petrified unit is an illusion, it is immediately killed."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note0"							"Affects spell immune units."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note1"							"Regardless of when a unit receives the Stone Gaze buff while the ability is active on the Stone Giant, it will still receive the full debuff duration."
"DOTA_Tooltip_ability_medusa_stone_gaze_radius"							"RADIUS:"
"DOTA_Tooltip_ability_medusa_stone_gaze_slow"							"%SLOW:"
"DOTA_Tooltip_ability_medusa_stone_gaze_bonus_physical_damage"			"%BONUS PHYSICAL DAMAGE:"
"DOTA_Tooltip_ability_medusa_stone_gaze_duration"						"DURATION:"
"DOTA_Tooltip_ability_medusa_stone_gaze_stone_duration"					"STONE DURATION:"

"DOTA_Tooltip_ability_holdout_war_club_20"								"War Club (Level 20)"
"DOTA_Tooltip_ability_holdout_war_club_20_Description"					"Give the Stone Giant bonus damage, cleave and increased attack range. The effect is permanent."
"DOTA_Tooltip_ability_holdout_war_club_20_bonus_damage_percentage"		"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_war_club_20_range"						"ATTACK RANGE:"
"DOTA_Tooltip_ability_holdout_war_club_20_radius"						"SPLASH RADIUS:"
"DOTA_Tooltip_ability_holdout_war_club_20_cleave_pct"					"%SPLASH DAMAGE:"


//PALADIN
"DOTA_Tooltip_ability_holdout_healing_wave"								"Healing Wave"
"DOTA_Tooltip_ability_holdout_healing_wave_Description"					"Sends out a bolt of power that arcs between allies, healing them for a flat amount plus a percentage of max health while damaging any units standing nearby. Uther is always healed by Healing Wave."
"DOTA_Tooltip_ability_holdout_healing_wave_Lore"						"While it is a simplistic and routine rite among Light Priests, the Healing Wave is also the most critical for success."
"DOTA_Tooltip_ability_holdout_healing_wave_Note0"						"Prioritizes allied heroes over creeps."
"DOTA_Tooltip_ability_holdout_healing_wave_Note1"						"If enemies are near multiple allied units affected by Healing Wave, they will take multiple instances of damage."
"DOTA_Tooltip_ability_holdout_healing_wave_bounce_radius"				"HEAL ARC RADIUS:"
"DOTA_Tooltip_ability_holdout_healing_wave_tooltip_max_targets"			"MAX HEAL TARGETS:"
"DOTA_Tooltip_ability_holdout_healing_wave_damage_radius"				"DAMAGE RADIUS:"
"DOTA_Tooltip_ability_holdout_healing_wave_heal_pct"					"%MAX HEALTH HEAL:"

"DOTA_Tooltip_ability_holdout_fan_of_light"								"Fan of Light"
"DOTA_Tooltip_ability_holdout_fan_of_light_Description"					"Uther releases a wave of light around him, dealing damage to enemy units."
"DOTA_Tooltip_ability_holdout_fan_of_light_Lore"						"Combining his monk heritage with his newfound affinity for plague has a menacing result."
"DOTA_Tooltip_ability_holdout_fan_of_light_Note0"						"Fan of Light can't be disjointed."
"DOTA_Tooltip_ability_holdout_fan_of_light_area_of_effect"				"RADIUS:"

"DOTA_Tooltip_ability_holdout_devotion_aura"							"Devotion Aura"
"DOTA_Tooltip_ability_holdout_devotion_aura_Description"				"Greatly increases the armor of allied units."
"DOTA_Tooltip_ability_holdout_devotion_aura_Lore"						"The holy embodiment of Purist Thunderwrath is enough to reinforce those of higher faith."
"DOTA_Tooltip_ability_holdout_devotion_aura_aura_radius"				"RADIUS:"
"DOTA_Tooltip_ability_holdout_devotion_aura_bonus_armor"				"BONUS ARMOR:"


"DOTA_Tooltip_ability_holdout_howl_of_terror"								"Howl of Terror"
"DOTA_Tooltip_ability_holdout_howl_of_terror_Description"					"The Lightbringer lets loose a wicked cry, weakening the damage and armor of enemies and giving vision of the path ahead."
"DOTA_Tooltip_ability_holdout_howl_of_terror_Lore"							"Shendel's haunting voice hints at her approaching vindication."
"DOTA_Tooltip_ability_holdout_howl_of_terror_armor_reduction"				"ARMOR REDUCTION:"
"DOTA_Tooltip_ability_holdout_howl_of_terror_tooltip_duration"				"DEBUFF DURATION:"
"DOTA_Tooltip_ability_holdout_howl_of_terror_vision_duration"				"VISION DURATION:"
"DOTA_Tooltip_ability_holdout_howl_of_terror_damage_percentage_reduction"	"%DAMAGE REDUCTION:"


"DOTA_Tooltip_ability_holdout_taunt"								"Taunt"
"DOTA_Tooltip_ability_holdout_taunt_Description"					"Forces all enemy units around Paladin to attack him for a short duration."
"DOTA_Tooltip_ability_holdout_taunt_duration"						"DURATION:"

"DOTA_Tooltip_ability_holdout_pure_light"								"Pure Light"
"DOTA_Tooltip_ability_holdout_pure_light_Description"					"Calls an invulnerable sphere of concentrated light energy, increasing base damage and attack rate."
"DOTA_Tooltip_ability_holdout_pure_light_duration"						"DURATION:"
"DOTA_Tooltip_ability_holdout_pure_light_bonus_damage_percent"			"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_pure_light_bat_reduction"					"BAT REDUCTION:"


"DOTA_Tooltip_ability_holdout_light_frenzy"								"Light Frenzy"
"DOTA_Tooltip_ability_holdout_light_frenzy_Description"					"Refresh all cooldowns of the target, increase movement speed and reduce Base Attack Time of the hero."
"DOTA_Tooltip_ability_holdout_light_frenzy_duration"					"DURATION:"
"DOTA_Tooltip_ability_holdout_light_frenzy_bonus_move_speed"			"%BONUS MOVE SPEED:"
"DOTA_Tooltip_ability_holdout_light_frenzy_bat_reduction"				"BAT REDUCTION:"



//RIFLEMAN
"DOTA_Tooltip_ability_holdout_rocket_launcher"						"Rocket Launcher"
"DOTA_Tooltip_ability_holdout_rocket_launcher_Description"			"Adds bonus rocket damage to Rifleman.\n<font color='#FF7800'>WARNING: Does NOT stack with other Orbs effects.</font>"
"DOTA_Tooltip_ability_holdout_rocket_launcher_bonus_damage"			"%BONUS DAMAGE:"


"DOTA_Tooltip_ability_holdout_plasma_rifle"							"Plasma Rifle"
"DOTA_Tooltip_ability_holdout_plasma_rifle_Description"				"Adds splash to Rifleman, causing his attacks to do damage in an area.\n<font color='#FF7800'>WARNING: Does NOT stack with other Orbs effects.</font>"
"DOTA_Tooltip_ability_holdout_plasma_rifle_radius"					"SPLASH RADIUS:"
"DOTA_Tooltip_ability_holdout_plasma_rifle_cleave_pct"				"%SPLASH DAMAGE:"

"DOTA_Tooltip_modifier_plasma_rifle"				"Plasma Rifle"
"DOTA_Tooltip_modifier_plasma_rifle_Description"	"Add cleave to attacks."

"DOTA_Tooltip_ability_holdout_shield"								"Shield"
"DOTA_Tooltip_ability_holdout_shield_Description"					"Reduce the amount of damage received from all sources (excluding pure damage), increase armor."
"DOTA_Tooltip_ability_holdout_shield_damage_reduction"				"%DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_holdout_shield_bonus_armor"					"BONUS ARMOR:"


"DOTA_Tooltip_ability_rifleman_assassinate"							"Assassinate"
"DOTA_Tooltip_ability_rifleman_assassinate_Description"				"Rifleman locks onto a target enemy unit and, after %total_cast_time_tooltip% seconds, fires a devastating shot that deals damage at long range. When the shell strikes the target, it stuns it for 3s and causes a scatter shot in a cone, dealing half damage to targets behind the primary target."
"DOTA_Tooltip_ability_rifleman_assassinate_Lore"					"In order to fulfill the prophecy and return to his home town, Kardel must make another shot as perfect as the one on the day of his ancient test."
"DOTA_Tooltip_ability_rifleman_assassinate_Note0"					"Crosshair effect is only visible to allies."
"DOTA_Tooltip_ability_rifleman_assassinate_Note1"					"Invisibility doesn't disjoint the projectile."
"DOTA_Tooltip_ability_rifleman_assassinate_Note2"					"Interrupts channeling spell, including on spell immune units."
"DOTA_Tooltip_ability_rifleman_assassinate_assassinate_damage"		"DAMAGE:"
"DOTA_Tooltip_ability_rifleman_assassinate_scatter_range"			"SCATTER RANGE:"
"DOTA_Tooltip_ability_rifleman_assassinate_tooltip_range"			"RANGE:"

"DOTA_Tooltip_ability_holdout_laser"								"Laser"
"DOTA_Tooltip_ability_holdout_laser_Description"					"Adds bonus laser damage to Rifleman.\n<font color='#FF7800'>WARNING: Does NOT stack with other Orbs effects.</font>"
"DOTA_Tooltip_ability_holdout_laser_bonus_damage"					"%BONUS DAMAGE:"

"DOTA_Tooltip_ability_holdout_plasma_rifle_20"						"Plasma Rifle"
"DOTA_Tooltip_ability_holdout_plasma_rifle_20_Description"			"Adds splash to Rifleman, causing his attacks to do damage in an area.\n<font color='#FF7800'>WARNING: Does NOT stack with other Orbs effects.</font>"
"DOTA_Tooltip_ability_holdout_plasma_rifle_20_radius"				"SPLASH RADIUS:"
"DOTA_Tooltip_ability_holdout_plasma_rifle_20_cleave_pct"			"%SPLASH DAMAGE:"


//SHADOW HUNTER
"DOTA_Tooltip_ability_holdout_serpent_ward"								"Serpent Ward"
"DOTA_Tooltip_ability_holdout_serpent_ward_Description"					"Spawn a serpent ward to help shadow hunter in his fight."
"DOTA_Tooltip_ability_holdout_serpent_ward_bonus_damage_percent"		"DURATION:"
"DOTA_Tooltip_ability_holdout_serpent_ward_ward_hp_tooltip"				"WARD HEALTH:"
"DOTA_Tooltip_ability_holdout_serpent_ward_ward_damage_tooltip"			"WARD DAMAGE:"
"DOTA_Tooltip_ability_holdout_serpent_ward_duration"					"DURATION:"

"DOTA_Tooltip_ability_holdout_feedback"								"Feedback"
"DOTA_Tooltip_ability_holdout_feedback_Description"					"Burn's the mana of enemy units, dealing damage per mana burned."
"DOTA_Tooltip_ability_holdout_feedback_damage_per_burn"				"DAMAGE PER MANA BURN:"
"DOTA_Tooltip_ability_holdout_feedback_mana_per_hit"				"MANA BURN PER HIT:"

"DOTA_Tooltip_ability_holdout_voodoo_eyes"							"Voodoo Eyes"
"DOTA_Tooltip_ability_holdout_voodoo_eyes_Description"				"Shadow Hunter's eyes can see forward and avoid some incoming attacks."
"DOTA_Tooltip_ability_holdout_voodoo_eyes_bonus_evasion"			"%EVASION:"

"DOTA_Tooltip_ability_holdout_laser_trap"							"Laser Trap"
"DOTA_Tooltip_ability_holdout_laser_trap_Description"				"Spawn a trap that deals very high damage."
"DOTA_Tooltip_ability_holdout_laser_trap_bonus_damage_percent"		"DURATION:"
"DOTA_Tooltip_ability_holdout_laser_trap_ward_hp_tooltip"			"WARD HEALTH:"
"DOTA_Tooltip_ability_holdout_laser_trap_ward_damage_tooltip"		"WARD DAMAGE:"
"DOTA_Tooltip_ability_holdout_laser_trap_unit_count"				"UNIT COUNT:"

"DOTA_Tooltip_ability_holdout_hex"									"Hex"
"DOTA_Tooltip_ability_holdout_hex_Description"						"Hex the target and spawn 6 laser traps around him."
"DOTA_Tooltip_ability_holdout_hex_bonus_damage_percent"				"DURATION:"
"DOTA_Tooltip_ability_holdout_hex_ward_hp_tooltip"					"WARD HEALTH:"
"DOTA_Tooltip_ability_holdout_hex_ward_damage_tooltip"				"WARD DAMAGE:"
"DOTA_Tooltip_ability_holdout_hex_unit_count"						"UNIT COUNT:"


//SPACE MARINE
"DOTA_Tooltip_ability_holdout_hurl_bomb"									"Hurl Bomb"
"DOTA_Tooltip_ability_holdout_hurl_bomb_Description"						"Throw a bomb at an enemy unit, dealing high damage and stuns the target for 2 seconds."
"DOTA_Tooltip_ability_holdout_hurl_bomb_stun_duration"						"STUN DURATION:"
"DOTA_Tooltip_ability_holdout_hurl_bomb_cast_range"							"CAST RANGE:"

"DOTA_Tooltip_ability_holdout_fan_of_rockets"								"Fan of Rockets"
"DOTA_Tooltip_ability_holdout_fan_of_rockets_Description"					"The hero hurls a flurry of rockets, damaging nearby enemies."
"DOTA_Tooltip_ability_holdout_fan_of_rockets_radius"						"RADIUS:"
"DOTA_Tooltip_ability_holdout_fan_of_rockets_targets"						"MAX TARGETS:"

"DOTA_Tooltip_ability_holdout_metal_armor"									"Metal Armor"
"DOTA_Tooltip_ability_holdout_metal_armor_Description"						"Grants bonus armor to the owner."
"DOTA_Tooltip_ability_holdout_metal_armor_bonus_armor"						"BONUS ARMOR:"


"DOTA_Tooltip_ability_holdout_clone"										"Clone"
"DOTA_Tooltip_ability_holdout_clone_Description"							"Create a clone of the targeted allied unit. Can not use spells."
"DOTA_Tooltip_ability_holdout_clone_duration"								"DURATION:"
"DOTA_Tooltip_ability_holdout_clone_outgoing_damage_tooltip"				"%ILLUSION DAMAGE DEALT:"
"DOTA_Tooltip_ability_holdout_clone_incoming_damage"						"%ILLUSION DAMAGE TAKEN:"
"DOTA_Tooltip_ability_holdout_clone_tooltip_cast_range"						"CAST RANGE:"

"DOTA_Tooltip_ability_holdout_cluster_rockets"									"Cluster Rockets"
"DOTA_Tooltip_ability_holdout_cluster_rockets_Description"						"Fire multiple rockets on a target area, dealing massive damage and stunning enemies."
"DOTA_Tooltip_ability_holdout_cluster_rockets_Note0"							"Lasts 2.1 seconds."
"DOTA_Tooltip_ability_holdout_cluster_rockets_duration"							"DURATION:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_damage_per_unit"					"DAMAGE PER ROCKETS:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_radius"							"RADIUS:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_stun_duration"					"STUN DURATION:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_time_between_explosions"			"TIME BETWEEN EXPLOSIONS:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_delay"							"DELAY:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_number_of_unit"					"NUMBER OF ROCKETS:"
"DOTA_Tooltip_ability_holdout_cluster_rockets_total_damage_tooltip"				"TOTAL DAMAGE:"


//SYLVANAS WINDRUNNER
"DOTA_Tooltip_ability_holdout_inner_fire"								"Inner Fire"
"DOTA_Tooltip_ability_holdout_inner_fire_Description"					"Grants armor and bonus damage, based on the target % damage."
"DOTA_Tooltip_ability_holdout_inner_fire_bonus_damage_percent"			"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_inner_fire_bonus_armor"					"BONUS ARMOR:"

"DOTA_Tooltip_ability_holdout_searing_arrows"							"Searing Arrows"
"DOTA_Tooltip_ability_holdout_searing_arrows_Description"				"Gives more physical damage to each arrows."
"DOTA_Tooltip_ability_holdout_searing_arrows_damage_bonus"				"BONUS DAMAGE:"

"DOTA_Tooltip_ability_holdout_bash_arrows"								"Bash Arrows"
"DOTA_Tooltip_ability_holdout_bash_arrows_Description"					"Gives a % of chance to bash a target."
"DOTA_Tooltip_ability_holdout_bash_arrows_bonus_damage"					"BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_bash_arrows_chance"						"%CHANCE:"
"DOTA_Tooltip_ability_holdout_bash_arrows_duration"						"DURATION:"
"DOTA_Tooltip_ability_holdout_bash_arrows_duration_creep"				"DURATION CREEP:"

"DOTA_Tooltip_ability_holdout_critical_arrows_alt"						"Critical Arrows"
"DOTA_Tooltip_ability_holdout_critical_arrows_alt_Description"			"Gives a chance to do more damage on an attack."
"DOTA_Tooltip_ability_holdout_critical_arrows_alt_crit_bonus"			"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_holdout_critical_arrows_alt_crit_chance"			"%CHANCE CRITICAL:"

"DOTA_Tooltip_ability_holdout_splash_arrows"							"Splash Arrows"
"DOTA_Tooltip_ability_holdout_splash_arrows_Description"				"Gives the Cleave ability to Windrunner's arrows and add bonus damage."
